transaction_amount,transaction_type,old_balance,transaction_frequency,account_age_days,hour,device_change,location_change,is_fraud
56354.645122308044,PAYMENT,71073.1852282584,5,562,1,0,1,0
61316.01122250381,TRANSFER,336959.9370422682,6,610,8,0,0,0
47081.377909590985,CASH_IN,195601.7208572126,0,968,7,0,0,0
18764.309924204463,CASH_OUT,199893.87377112423,6,296,20,0,0,0
15810.679551628298,TRANSFER,382444.7643055719,2,506,2,0,0,0
45523.918161017944,CASH_IN,249731.06708645698,3,1241,11,0,0,0
100531.47087469952,PAYMENT,362827.7318219332,5,715,9,0,0,0
146622.59804712815,PAYMENT,252595.61437638462,3,1435,13,0,0,0
5597.207257871357,PAYMENT,296452.6707026317,3,485,0,0,0,0
8410.79234315485,PAYMENT,380357.31393483205,4,760,18,0,0,0
144781.91298494596,CASH_IN,303654.37146063766,2,1109,13,0,0,0
66691.78069043614,CASH_OUT,307807.5546943943,4,1547,21,0,0,0
107276.42831722235,CASH_OUT,394609.7957137972,1,1862,19,0,1,0
11321.988527499603,TRANSFER,474543.4079096866,5,392,5,0,0,0
44286.36336323545,PAYMENT,188358.07696766837,2,1352,15,0,0,0
60388.934278554065,CASH_OUT,288558.5786129756,2,1617,3,0,0,0
56989.199317458886,CASH_OUT,43136.578866772805,6,1042,8,0,0,0
26225.245575197172,TRANSFER,179401.94028443345,3,333,7,0,0,0
775.7311732207487,CASH_IN,206024.61294469298,2,1833,5,1,0,1
43724.58755453356,PAYMENT,417618.6584120255,2,676,9,0,0,0
14591.301618925725,TRANSFER,256696.2010628384,3,128,23,1,0,0
29914.968667385016,CASH_OUT,365533.1866492289,4,585,6,0,0,0
158007.96297502719,TRANSFER,9503.700012835681,2,163,10,0,0,0
25460.95554848561,CASH_OUT,232246.3348141578,5,176,4,0,0,0
91567.1136757221,CASH_OUT,450658.83258179214,1,257,13,0,0,0
10446.046558564827,CASH_IN,112156.95465289254,3,1927,8,0,0,0
55807.33072314863,CASH_IN,15761.092653556463,2,1285,19,0,0,0
188628.17378428322,CASH_OUT,216704.36685673823,3,1927,19,0,0,1
5373.308821031382,CASH_OUT,352215.91032379767,2,429,19,0,0,0
417.7373062622429,TRANSFER,227231.75342073475,6,1448,19,0,0,0
28421.217841253445,TRANSFER,229989.15675563292,2,897,23,0,0,0
4859.9997869305,CASH_OUT,334902.52061915974,3,1624,5,0,0,0
68992.62764478805,TRANSFER,127194.4041415245,4,633,6,0,0,0
122990.41164481579,CASH_OUT,375944.89582098875,3,1034,3,1,0,0
28459.912786061886,PAYMENT,76556.76545286672,5,921,16,0,0,0
14968.279124765962,PAYMENT,197875.30264299386,3,1681,3,0,0,0
28493.701626667273,PAYMENT,328004.05423545896,5,1140,19,0,0,0
64267.78759780297,TRANSFER,414184.50361509883,3,448,13,0,0,0
454.7699803614305,CASH_IN,395765.53558252763,2,1113,17,0,0,0
44513.3636144739,CASH_IN,360842.7996538489,1,1728,7,1,0,0
47504.22889260729,CASH_OUT,179548.19176819554,1,536,4,0,0,0
50762.5120676584,CASH_OUT,61152.158146861926,0,686,13,0,1,0
13855.05115132008,TRANSFER,108417.1088464953,3,196,8,1,0,0
62597.391631616825,CASH_OUT,432416.9072882425,2,1544,20,0,0,0
4792.0477802918,TRANSFER,428665.6850663297,2,161,19,0,0,0
11111.59437946992,TRANSFER,475780.4262695079,1,1229,2,1,0,0
104969.98808902604,TRANSFER,37994.325947770805,4,1508,16,0,0,0
67108.73543226646,TRANSFER,268404.54263872805,4,1613,22,0,0,0
692.0449429463241,TRANSFER,324341.52245211677,6,367,17,0,0,0
14275.97132418404,CASH_IN,355328.6885334283,1,1554,3,0,0,0
12065.788712923631,CASH_OUT,321931.6175052151,3,905,23,0,0,0
15790.79571346389,PAYMENT,385005.694951141,0,91,8,0,0,0
14221.685722856122,CASH_OUT,179735.78814467078,1,1180,10,0,0,0
3228.328516165735,CASH_OUT,89716.38606774107,8,52,8,0,0,0
30711.302767106776,TRANSFER,102291.68607521927,3,1241,5,1,0,0
65975.44483496352,CASH_OUT,5989.34473508217,2,1721,17,0,0,0
46663.16328474587,CASH_OUT,175160.93605311116,2,1158,0,0,0,0
55870.13671515735,CASH_OUT,45872.02543998864,2,327,3,0,0,0
4231.574841409748,TRANSFER,160744.34639509543,3,1793,5,0,0,0
151299.9978317007,PAYMENT,314105.0385831239,4,1219,17,0,0,0
91159.97865791447,CASH_OUT,447239.02779340994,1,880,21,0,0,0
81760.94997440989,PAYMENT,419802.72549525823,5,1039,16,1,0,0
86575.70268273655,CASH_OUT,126337.10597878844,5,87,15,0,0,0
134937.5596598192,PAYMENT,67041.57109902348,4,476,21,0,0,0
39290.97839250176,TRANSFER,96536.13689836566,1,472,20,0,0,0
11174.806789967352,PAYMENT,485493.3259518034,6,1039,17,0,0,0
47957.77283987891,CASH_IN,274737.2398427454,1,1564,11,0,0,0
67910.90931174178,CASH_IN,91251.11150028741,5,1586,19,0,0,0
66954.77661867003,CASH_OUT,420373.07734340755,3,1024,8,0,0,0
36849.62705983576,CASH_IN,197595.62215627747,3,1615,17,0,0,0
3545.7386793518535,CASH_OUT,449611.07598736364,6,927,4,0,0,0
23190.17953781472,CASH_IN,130338.56341724326,0,784,2,1,0,0
126767.87293516332,CASH_OUT,196610.87940211807,1,366,1,0,0,0
43907.48556865408,TRANSFER,252473.8813950423,4,1896,23,0,0,0
38645.456901744314,CASH_OUT,446307.6670445158,5,298,9,0,0,0
15657.072429293192,CASH_OUT,434378.7158025279,10,85,5,0,0,0
22978.82267765736,PAYMENT,287177.53515193897,3,1030,12,0,0,0
112854.82300295029,CASH_IN,110887.75489044533,4,249,4,1,0,0
54900.08088730326,PAYMENT,201678.48586893754,6,1070,6,1,0,0
77414.08965374801,PAYMENT,487816.5326827527,2,1866,18,0,0,0
30288.457321064925,PAYMENT,303886.611938701,3,1362,5,0,0,0
49746.03286775109,CASH_OUT,390548.8775620983,7,117,13,0,1,0
14276.460159816908,CASH_OUT,224932.34768070985,3,1034,6,1,0,0
61117.16403019921,CASH_OUT,266003.6377334032,5,511,16,0,0,0
27895.978066118114,TRANSFER,214477.05611627206,4,1090,3,0,0,0
29218.72099519876,CASH_OUT,351460.49903098395,5,683,12,0,0,0
52394.38905266018,CASH_OUT,425735.5069434387,3,1166,6,0,0,0
137663.32735548692,CASH_OUT,253681.7716122818,3,227,9,0,0,0
3307.329154614954,CASH_OUT,240433.72931811286,6,966,21,0,0,0
87075.15826035758,CASH_IN,170143.23354919846,1,1237,1,1,0,0
17292.62240730678,CASH_OUT,88548.3471470419,3,1993,7,0,0,0
29342.10646139482,TRANSFER,469623.8614375544,1,1971,6,0,0,0
1107.8495994734697,TRANSFER,158039.8593397525,2,881,17,0,0,0
17908.52292848194,TRANSFER,400345.73178714275,4,436,8,0,0,0
34921.17807338147,CASH_OUT,357673.5106437371,2,1737,21,0,1,0
2890.7826423977494,TRANSFER,395458.80013906455,3,445,17,0,0,0
33774.76767819873,CASH_OUT,468384.0666860512,2,1779,4,0,0,0
130940.62255622892,TRANSFER,311685.38011044863,2,772,14,0,0,0
5568.550354541229,CASH_OUT,448975.1716910223,4,1167,0,0,0,0
72289.63558694006,TRANSFER,83848.66145614683,1,1396,15,0,0,0
26353.768039866256,PAYMENT,313356.28797839384,2,412,12,0,0,0
53235.725456006156,TRANSFER,386137.8064573063,2,1559,15,0,0,0
15071.24354572826,TRANSFER,135820.56537208703,2,113,1,0,0,0
8687.456019759164,TRANSFER,370376.9006459825,1,1730,16,0,1,0
8745.213506410946,PAYMENT,389238.41455811844,2,520,3,0,0,0
3654.990330033584,CASH_OUT,415593.9780082224,5,843,8,1,0,0
10268.049183884455,PAYMENT,156441.45629796642,4,580,19,1,0,0
54564.8631893166,PAYMENT,340803.2950841546,4,279,9,0,0,0
106722.60761290975,TRANSFER,152126.64170488104,3,648,16,0,0,0
84134.22813307037,CASH_OUT,369520.1937492277,3,1471,4,0,0,0
57780.455581822855,TRANSFER,231486.83257285613,0,1390,5,1,1,0
5850.958690531575,CASH_OUT,298772.18726361,2,1516,16,0,0,0
17067.326074221484,CASH_OUT,207919.99071528445,1,626,7,0,0,0
18539.19148579818,CASH_OUT,80991.46346491214,1,1175,16,0,0,0
14381.233464810095,CASH_OUT,89014.76480268184,5,1310,21,0,0,0
36180.90288086634,TRANSFER,38784.45363106725,3,394,8,0,0,0
38345.4791469922,PAYMENT,309036.3398608309,1,1219,18,0,0,0
22071.661895862886,CASH_OUT,424319.19897652965,4,1919,4,0,0,0
21831.472439241606,CASH_IN,10418.413131040472,5,954,0,0,1,0
88174.81254885437,CASH_IN,33119.75104417675,2,1759,16,0,0,0
77864.30081345391,CASH_IN,228733.49615145515,1,945,17,0,0,0
18393.716297835184,PAYMENT,368860.36808409466,4,1095,5,0,0,0
122547.55242514166,TRANSFER,78853.82235597566,5,1622,22,0,0,0
152683.97969230026,CASH_OUT,135825.65977459692,5,1289,13,0,0,1
19781.373489389513,TRANSFER,116003.10064090358,2,912,20,0,0,0
21880.690356209325,TRANSFER,199525.60933557706,5,874,0,0,0,0
35223.972788543004,PAYMENT,112499.33850878557,4,1573,16,0,0,0
141613.38022406763,CASH_IN,176299.3392723765,4,1268,0,0,0,0
104502.65554463936,TRANSFER,364271.2993309721,3,88,11,0,0,0
5410.894290702713,TRANSFER,305504.6242270946,0,781,2,0,0,0
24939.150011702382,CASH_OUT,40590.85269584645,5,1448,12,0,0,0
40301.37157340869,CASH_OUT,318872.83312285884,2,372,3,0,0,0
34971.59163920341,TRANSFER,238538.58577960674,5,1297,23,0,0,0
10775.083000408873,TRANSFER,467282.78735356935,5,577,8,0,0,0
97884.83684779266,PAYMENT,144652.1585520266,2,313,15,0,0,0
56495.981909402835,TRANSFER,363083.20984957996,5,110,13,1,0,0
90979.67581497204,CASH_IN,365430.41152228497,5,613,4,0,0,0
97866.2503402714,PAYMENT,110750.39050459367,2,542,19,0,0,0
68986.96535848756,PAYMENT,451611.81248546805,6,1402,14,0,0,0
28920.49236190386,CASH_OUT,245591.60021480152,2,465,9,0,0,0
47150.57297135249,CASH_IN,339441.6834446512,3,800,11,0,0,0
8739.424453665171,PAYMENT,72927.77944175227,3,1322,5,0,0,0
55988.540612477846,CASH_OUT,128901.95849598463,6,1918,18,0,0,0
9877.034469695107,CASH_OUT,293053.5589686114,6,308,13,0,0,0
59200.27268512381,CASH_IN,159513.63418667475,2,756,13,0,0,0
13042.151555503231,CASH_OUT,249846.45928548672,1,1343,6,0,0,0
6252.731117308142,TRANSFER,187002.59968664462,4,1719,9,1,0,0
9033.215947152425,TRANSFER,320276.898322024,3,1826,14,0,1,0
99.70610798553129,PAYMENT,243572.68139040444,2,1957,14,0,0,0
63423.720592313206,PAYMENT,2304.9679865840835,4,622,17,0,0,0
65913.29354919007,TRANSFER,324840.418972692,1,922,8,1,0,0
36173.44873135256,TRANSFER,211060.77852509086,3,1718,15,0,0,0
8798.854342037746,CASH_IN,170849.17024511143,2,500,1,0,0,0
4362.625076201045,PAYMENT,47073.37614161178,2,468,20,0,0,0
965.7146158574832,CASH_IN,110184.84528324574,5,1593,14,0,0,0
9060.998805753396,TRANSFER,111886.14579042672,2,1829,12,1,0,0
110754.14535748174,CASH_OUT,467684.7497023645,1,1800,0,1,1,1
13823.052658091772,TRANSFER,216256.4873732734,3,921,1,1,0,0
21868.79373005469,PAYMENT,21032.92360758502,0,1328,15,0,1,0
5565.882570548336,CASH_OUT,69408.34112166044,3,170,22,0,0,0
12574.663233084151,CASH_OUT,39516.33786645603,3,1975,3,0,0,0
36617.75005095822,CASH_OUT,294434.6951036056,1,708,22,0,0,0
46793.13638308699,TRANSFER,93310.74578341337,1,1360,19,0,0,0
14075.213996189348,PAYMENT,249278.82014088798,3,803,0,0,0,0
2973.2856393840766,CASH_OUT,185031.0314349878,6,298,5,0,0,0
24799.549251168788,PAYMENT,401938.18857209967,3,1550,15,0,1,0
13341.932089252792,CASH_IN,160244.81863268113,4,81,15,0,0,0
12394.481473601149,CASH_OUT,229132.74119840417,4,534,5,0,0,0
160772.58807530036,PAYMENT,360642.7742989129,2,276,14,1,1,1
47894.77740754984,CASH_IN,216675.60346531967,2,884,6,0,0,0
40695.55759654726,CASH_IN,396607.7680065945,2,65,6,0,1,0
26873.463678898755,CASH_OUT,330842.17811833246,1,1943,11,0,0,0
28013.429223173604,CASH_OUT,205264.556973358,3,136,0,1,0,1
38924.906350990816,CASH_OUT,251990.96284318133,2,1966,1,0,0,0
59607.12084619026,PAYMENT,483601.7279210967,3,990,16,0,0,0
60557.60841675229,PAYMENT,330805.7482541962,1,1608,16,0,0,0
9418.625811311385,PAYMENT,452497.6129861624,3,1194,7,1,0,0
34668.63550715419,TRANSFER,89379.25173553219,5,121,3,0,0,0
26547.853333703613,CASH_OUT,241618.07812257597,2,1244,12,0,0,0
102214.13266333092,TRANSFER,454330.8349225253,1,1236,12,0,0,0
49904.728386185496,TRANSFER,161306.0307207088,1,235,10,0,0,0
38018.231425361446,PAYMENT,483832.0990732104,6,909,11,0,1,0
6130.682839680343,TRANSFER,48538.74523682872,7,1707,23,0,0,0
46524.286456636786,TRANSFER,451335.5851375184,0,740,13,0,0,0
6233.051440267387,CASH_OUT,222606.06103292934,0,1666,20,0,0,0
20564.59571843652,CASH_OUT,36872.082570580336,1,70,0,0,0,0
7706.648613371262,CASH_OUT,439760.7962930437,1,1480,8,0,0,0
58894.731915814424,CASH_OUT,125970.10620455674,3,732,2,0,0,0
11549.46959397232,TRANSFER,11125.062747612601,4,1391,6,0,0,0
24867.45648308424,CASH_OUT,67903.55278459615,3,1734,14,0,0,0
113012.1060443565,CASH_OUT,329557.3709498808,3,550,6,0,0,0
11427.681936507677,PAYMENT,488905.7445690974,2,771,10,0,0,0
35444.02147474845,TRANSFER,55731.069791758404,5,689,15,0,0,0
27173.61033171202,PAYMENT,230974.02406238098,3,1970,11,0,0,0
914.5146658282575,PAYMENT,90318.27547376625,5,643,19,1,0,0
78693.43172279622,TRANSFER,372518.2670507961,2,1921,23,0,0,0
3577.2655764686,CASH_IN,59029.44988090708,2,1590,7,0,0,0
32146.95072837621,CASH_OUT,119920.87424044478,1,1800,12,0,0,0
41126.16604663264,PAYMENT,98202.98382453568,4,315,1,1,0,1
49500.42355320459,CASH_IN,276259.89018348895,4,1437,7,1,0,0
58338.92980285947,CASH_IN,436592.04600031616,2,613,14,0,0,0
14602.739846099725,CASH_OUT,255545.10057820927,2,1590,11,0,0,0
501.4449182274021,TRANSFER,29121.726385735623,5,285,4,0,0,0
64267.036299469924,CASH_OUT,281694.4652984156,3,123,1,0,0,0
38356.545643634716,PAYMENT,398760.4996590047,2,699,11,0,0,0
90430.34056564426,PAYMENT,66078.09865216135,4,1514,5,1,1,1
86127.0727665723,TRANSFER,36355.60717229586,4,60,7,0,0,0
92679.45682339606,TRANSFER,93903.88877878453,0,637,3,0,0,0
33188.61004991347,PAYMENT,373043.16141081374,7,1345,9,0,0,0
20295.38999184942,TRANSFER,295840.2097660008,5,710,15,0,0,0
78404.77129159647,CASH_IN,270297.32698087447,2,602,7,0,0,0
30009.63530161353,PAYMENT,124739.94731588417,2,954,15,0,0,0
10132.878735771452,CASH_OUT,166118.2976234297,3,1983,22,0,0,0
96542.11885867282,PAYMENT,482942.50647167116,5,1584,6,0,0,0
107091.3332417349,CASH_OUT,120312.61336469285,2,802,23,0,0,0
31396.983800225375,TRANSFER,450822.71162754425,2,689,11,0,0,0
3935.914484397893,CASH_IN,290265.7522288683,2,1003,6,0,0,0
24536.943501757476,CASH_IN,61648.2331856239,4,1288,16,0,0,0
81364.22586247191,TRANSFER,233656.18907753399,7,314,14,0,0,0
116024.23117498835,CASH_OUT,474274.35868043796,3,544,13,0,0,0
11374.696431004255,CASH_OUT,209282.7990686793,4,369,4,0,0,0
3466.0897801817364,TRANSFER,431693.2823946811,6,566,1,1,0,1
104921.21014020714,CASH_OUT,128214.34732585384,2,262,4,1,0,0
24666.064372231296,TRANSFER,285461.0759001865,4,354,4,0,0,0
39018.21594685678,CASH_OUT,421926.02910098684,0,1108,5,0,0,0
172203.90602646055,TRANSFER,460344.22058484773,2,1493,13,0,0,0
3444.182867956367,CASH_OUT,242911.68357565036,3,954,21,1,0,0
52251.39709923748,CASH_IN,319844.0510727145,3,1295,5,0,0,0
3849.7449045062485,PAYMENT,1490.0653911654738,6,666,12,1,0,0
23537.709819860083,TRANSFER,126611.65375669481,3,1350,6,0,0,0
81434.74345610739,CASH_OUT,139356.0518734729,5,159,17,0,0,0
28411.459213976,TRANSFER,46746.5058272154,3,1571,3,1,0,1
293592.6729980467,CASH_OUT,139847.50667848834,3,257,4,0,0,1
40942.24227788536,TRANSFER,160561.01652906957,2,216,14,0,0,0
19368.649544732372,PAYMENT,484383.0197840966,2,1246,22,0,0,0
12430.2047501835,PAYMENT,334301.19028041884,2,1340,1,1,0,1
21579.202945019086,PAYMENT,213002.53970817212,2,1912,7,0,0,0
23303.23176468781,TRANSFER,494027.23034775467,6,1418,17,0,0,0
3559.425313132252,CASH_IN,76616.1601173056,3,1154,20,1,1,1
23067.99069853607,CASH_IN,238025.5969652423,0,1099,1,0,0,0
31203.310823324064,TRANSFER,323531.10352452466,3,601,1,0,0,0
64139.573892646054,TRANSFER,27790.31724203851,5,1611,17,0,0,0
53461.823418765394,TRANSFER,358499.4290415594,4,304,6,0,0,0
61681.35137033334,CASH_OUT,49933.676460994946,3,1310,13,0,0,0
419.9426856058394,PAYMENT,70141.15429983847,0,764,4,0,0,0
12273.76543151715,TRANSFER,79844.75623104203,3,47,8,0,0,0
54188.78807356185,CASH_OUT,464444.9133277589,4,1956,13,0,0,0
33081.39547050122,CASH_OUT,341617.7725690839,4,1934,3,0,0,0
266.3821192736602,TRANSFER,327713.75055155205,4,445,0,0,0,0
81608.37477457024,CASH_IN,277746.7482324961,5,256,7,0,0,0
74098.33644919387,TRANSFER,146402.9993475514,3,1277,21,0,0,0
39750.044058111744,PAYMENT,310444.8522996757,4,344,14,0,0,0
3438.7514988213948,TRANSFER,205074.8599443199,2,94,18,0,0,0
72731.88279549895,TRANSFER,72708.07504630744,3,1022,9,0,0,0
43819.088229585905,TRANSFER,344798.6451638666,1,809,22,0,0,0
76153.83210126404,PAYMENT,64791.08396496136,3,202,16,0,0,0
69665.34304535216,CASH_OUT,95334.29051058662,1,1717,1,1,0,0
81228.10339259655,TRANSFER,408849.65592380293,3,467,4,0,0,0
36491.39501754389,CASH_OUT,330058.548062577,3,1825,14,0,0,0
7560.015384221204,TRANSFER,315495.5771068212,1,1132,9,1,0,0
55608.81426470513,CASH_IN,209101.39217136204,1,253,17,0,0,0
48441.58034676422,CASH_OUT,198140.2591196856,6,1333,23,0,0,0
67788.87608141982,TRANSFER,345131.30459270056,5,52,12,0,0,0
9309.311113175609,TRANSFER,370002.76930452284,2,374,20,0,0,0
10844.109723041844,CASH_IN,255106.60118215528,2,1998,13,1,0,0
110550.23720907293,TRANSFER,484634.6221742631,2,759,2,0,0,0
69310.2779435605,PAYMENT,477849.77945943596,3,306,5,0,0,0
119422.66819727802,CASH_IN,206214.74500637932,4,1763,19,0,0,0
71088.89013113904,TRANSFER,410311.1271415768,0,179,22,0,0,0
45460.20829885577,TRANSFER,271633.9207992077,4,663,22,0,0,0
53085.01052794627,TRANSFER,255877.94377858724,5,138,20,0,0,0
109968.91050998267,PAYMENT,27482.03068932592,2,1796,11,0,1,0
43233.17676020177,CASH_OUT,286987.3552341551,3,1794,4,0,0,0
50036.8143965703,TRANSFER,450288.9652815823,2,744,19,0,0,0
8508.388667527144,PAYMENT,390066.92459754605,1,1858,8,0,0,0
32115.21529083448,TRANSFER,393158.57234963105,2,315,6,0,0,0
63009.015043571424,TRANSFER,79964.51928816961,3,1340,21,0,0,0
15800.147346499278,TRANSFER,179224.72356678182,3,1342,18,0,1,0
11298.262711589632,CASH_OUT,116602.4583251179,4,906,4,0,0,0
18831.260848764963,TRANSFER,157957.64122781798,4,105,3,0,1,0
13820.665406717284,TRANSFER,289769.6717468627,6,1464,20,0,0,0
12098.013849627498,CASH_IN,182391.90668512395,1,279,17,0,0,0
27656.29340582181,CASH_OUT,280348.90873213304,5,107,4,0,0,0
119210.64783844442,CASH_IN,219250.6241372885,5,796,6,0,0,0
35368.3549779316,PAYMENT,143307.77922486383,3,914,12,0,0,0
10407.844522212927,CASH_OUT,47701.717102579314,6,1367,15,0,0,0
4004.7675444223196,PAYMENT,445919.2286723913,7,926,10,0,0,0
59562.06724269233,CASH_OUT,5686.683002324333,4,1629,2,0,0,0
24128.007830491348,CASH_IN,826.2440709855823,3,1047,3,0,0,0
86251.12205608029,CASH_IN,413398.869881773,5,1162,16,0,0,0
53868.58899283821,CASH_OUT,498405.470162895,3,1679,8,0,0,0
79540.97836041615,CASH_OUT,363551.4138568281,6,1934,18,0,0,0
15869.005592718597,TRANSFER,7636.919031442369,1,869,12,0,0,0
58941.07541012077,TRANSFER,113345.11333425668,1,1381,11,0,0,0
15330.469106684042,TRANSFER,485911.35013098066,2,1285,21,0,0,0
139900.2329675527,TRANSFER,404302.1260869174,3,1530,16,0,0,0
50581.50931618789,PAYMENT,283399.9219023555,4,567,12,0,0,0
19615.979526792973,CASH_OUT,118430.35472017949,3,1911,20,0,0,0
15702.114325817409,PAYMENT,7185.10296337449,4,718,10,0,0,0
10593.280914634784,PAYMENT,10430.736318704503,2,457,9,0,0,0
59313.35053787402,TRANSFER,305990.4317651133,0,584,20,1,0,0
12340.80317687602,CASH_IN,10915.938176211559,2,78,4,0,0,0
45230.864856457316,CASH_OUT,496815.0709626863,3,209,16,0,0,0
15369.417050454951,CASH_OUT,91691.91674686906,2,356,22,0,0,0
54230.87542058411,PAYMENT,355353.68093463866,3,701,20,0,0,0
84353.68576448172,TRANSFER,77529.86070620672,3,1671,0,0,1,0
75259.58057169421,TRANSFER,270046.7105488573,4,1876,15,0,0,0
71533.493706326,CASH_IN,40305.64423310878,0,142,7,0,0,0
10395.656616596674,CASH_IN,383389.2122666216,3,1303,21,1,0,0
4626.87345025399,PAYMENT,292460.5473624148,4,559,22,0,0,0
60023.75118285905,PAYMENT,43083.346700707516,3,1176,19,0,1,0
22970.77123598895,CASH_OUT,424293.09460000275,4,1850,16,0,0,0
28312.179982064277,CASH_OUT,273509.307388351,4,1725,7,0,0,0
1582.2270730651903,PAYMENT,460796.155006659,1,211,13,0,0,0
15026.644533912373,TRANSFER,458311.6868390563,2,526,16,0,0,0
1712.8257613789892,TRANSFER,460253.8947432912,2,625,8,0,0,0
105675.06119683947,TRANSFER,38892.60010023398,2,1852,5,0,0,0
13945.80914974728,PAYMENT,60478.88087726172,4,712,20,0,1,0
40747.34519277519,CASH_OUT,493852.90485809895,1,710,1,0,0,0
1987.967584027298,PAYMENT,243800.410699353,4,933,23,0,0,0
54957.73048072541,CASH_OUT,119107.02641457382,0,840,18,0,1,0
19506.21997161652,CASH_OUT,384832.244249329,5,1025,12,0,0,0
114099.52473304837,TRANSFER,132142.61060624098,4,976,9,0,0,0
109515.61116018707,CASH_OUT,363607.8440093212,3,165,23,0,0,0
19673.661327106798,CASH_IN,418642.88892488054,0,1690,9,0,0,0
115612.02569055898,CASH_OUT,392131.6886476403,2,1574,14,0,0,0
278083.86180741864,CASH_OUT,137023.9040989677,0,1643,4,1,1,1
87267.36769711309,TRANSFER,200809.28703961853,2,1483,19,0,0,0
93175.0245926015,TRANSFER,206625.50161663818,4,574,6,0,0,0
14318.06299604674,CASH_OUT,245636.4590522359,2,343,12,0,0,0
42983.98992553327,CASH_OUT,83686.42577006802,3,108,19,0,0,0
3481.220362865055,CASH_IN,226235.02520717122,1,1275,20,0,0,0
4986.483092402734,PAYMENT,255391.49525773985,2,379,10,0,0,0
340287.5609944641,TRANSFER,265854.4982905262,2,1285,20,0,0,0
19773.702970479466,TRANSFER,409950.2149922291,2,1980,1,0,0,0
68952.8133814556,CASH_OUT,258667.2492397476,1,112,20,0,0,0
82166.55588657974,TRANSFER,115391.96125683759,2,1357,14,0,0,0
97604.60575716627,PAYMENT,331564.3691220936,4,903,14,0,1,0
302207.35930216167,CASH_IN,398657.0720433126,4,680,18,0,0,0
13820.392319829854,CASH_OUT,159685.83321913087,4,1949,4,0,0,0
2059.375297847147,PAYMENT,322652.9645088026,5,514,16,0,0,0
26482.715304569138,CASH_OUT,73468.99797300632,2,359,7,1,0,1
6967.739778697819,CASH_OUT,170963.15228903203,1,909,15,0,0,0
1134.0586641273958,CASH_OUT,454611.96477481705,4,669,14,0,0,0
22347.712126266644,CASH_OUT,455654.0815812854,2,1409,23,0,0,0
76563.29021790305,CASH_IN,287662.2893715318,3,1982,17,1,0,0
41756.3585401623,TRANSFER,351175.73043255333,0,474,17,0,0,0
18754.89395772082,CASH_OUT,427007.7076029707,2,1141,14,0,0,0
53115.27239748333,CASH_IN,479276.5926563133,3,1324,9,0,0,0
13199.460919587747,CASH_IN,244943.22014488472,1,1594,4,0,0,0
724.2930686019672,PAYMENT,280787.8683130172,0,1796,21,0,0,0
72271.09981674551,CASH_IN,207820.78332391512,3,1208,15,0,0,0
48874.1541994483,CASH_OUT,35990.96852821438,6,1841,20,0,0,0
71837.84729547107,PAYMENT,211401.73622440922,3,1985,11,0,0,0
1985.8186663832364,PAYMENT,395313.66969153855,5,43,16,0,0,0
90736.96303464501,CASH_IN,402442.7489957643,4,538,11,0,0,0
48316.898045698,PAYMENT,446188.55729664984,2,578,0,0,0,0
41436.359303712605,TRANSFER,25733.352587984537,5,1537,10,0,0,0
48990.028862609295,PAYMENT,263577.29479031696,1,1922,7,0,0,0
99914.555846661,CASH_OUT,53712.24396853813,1,1269,4,0,0,0
44207.69803459724,TRANSFER,100371.09158287167,5,1102,7,1,0,0
43488.29704919095,CASH_OUT,450108.25119030324,3,1800,10,0,0,0
233775.11053935264,CASH_IN,248395.62921484793,2,1985,10,0,0,1
70679.20140598498,CASH_OUT,379272.4604483068,1,1495,13,0,0,0
29196.149416729462,TRANSFER,32192.05296434041,5,791,13,0,1,0
61446.92688281089,TRANSFER,208413.251962426,4,44,18,0,0,0
24651.77975240543,CASH_IN,337120.14033216884,3,1988,10,0,0,0
12995.269560208722,TRANSFER,66703.24063910665,0,546,20,0,1,0
45422.56167094156,PAYMENT,162908.9395528416,1,1035,1,0,0,0
131681.0752058117,CASH_IN,32273.902511941622,2,1662,7,0,0,0
132352.12029327807,TRANSFER,325669.9704347552,9,772,10,0,0,0
20920.32018851315,TRANSFER,485445.6295290593,1,1034,0,0,0,0
37504.65962435363,PAYMENT,413522.7455714148,2,1866,4,0,0,0
11889.761909378165,CASH_IN,487311.55840378284,3,926,22,0,0,0
271662.3096007408,PAYMENT,422802.39754919824,4,332,20,0,0,0
198477.0656162156,CASH_OUT,427597.90309848933,1,319,14,0,0,0
52421.002494304805,CASH_IN,288588.5976856713,2,1029,18,0,0,0
81587.77018532882,TRANSFER,259126.15570660497,3,1046,15,0,0,0
62780.88017923939,TRANSFER,203127.1332139138,3,165,3,0,0,0
44966.54568445091,PAYMENT,409047.44752294,6,267,11,0,0,0
2741.1863195983733,CASH_OUT,91033.80613901229,5,1619,4,1,0,0
30326.858939522594,PAYMENT,28112.4579120966,3,116,18,0,0,0
56163.63904695658,TRANSFER,473946.9113423375,1,257,10,0,0,0
56587.508754881645,CASH_IN,1889.092601738529,2,1625,6,0,0,0
23350.216057317393,CASH_OUT,488414.6609379259,2,1002,5,0,1,0
142100.7872475774,TRANSFER,364426.6849368829,2,834,12,0,0,0
9157.516941152922,PAYMENT,164249.4598489138,2,459,14,0,0,0
34693.31657590699,CASH_OUT,348909.92154315516,6,1327,2,0,0,0
58701.92960707369,CASH_OUT,408937.5785925637,4,1575,2,0,0,0
